"","FeatureId","IsTimeDomain","IsFrequencyDomain","IsAccelerometer","IsGyroscope","IsBody","IsGravity","IsJerk","IsMagnitute","Coordinates","VariableName","VariableDescription","OriginalName","ReadableName"
"531",531,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"mad","Median absolute deviation ","fBodyBodyGyroMag-mad()","FrequencyDomainBodyGyroscopeMagnitute.mad"
"532",532,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"max","Largest value in array","fBodyBodyGyroMag-max()","FrequencyDomainBodyGyroscopeMagnitute.max"
"533",533,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"min","Smallest value in array","fBodyBodyGyroMag-min()","FrequencyDomainBodyGyroscopeMagnitute.min"
"534",534,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"sma","Signal magnitude area","fBodyBodyGyroMag-sma()","FrequencyDomainBodyGyroscopeMagnitute.sma"
"535",535,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,NA,NA,"fBodyBodyGyroMag-energy()","FrequencyDomainBodyGyroscopeMagnitute.energy"
"536",536,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"iqr","Interquartile range ","fBodyBodyGyroMag-iqr()","FrequencyDomainBodyGyroscopeMagnitute.iqr"
"537",537,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"entropy","Signal entropy","fBodyBodyGyroMag-entropy()","FrequencyDomainBodyGyroscopeMagnitute.entropy"
"538",538,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"max","Largest value in array","fBodyBodyGyroMag-maxInds","FrequencyDomainBodyGyroscopeMagnitute.maxInds"
"539",539,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyBodyGyroMag-meanFreq()","FrequencyDomainBodyGyroscopeMagnitute.meanFreq"
"540",540,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"skewness","skewness of the frequency domain signal ","fBodyBodyGyroMag-skewness()","FrequencyDomainBodyGyroscopeMagnitute.skewness"
"541",541,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"kurtosis","kurtosis of the frequency domain signal ","fBodyBodyGyroMag-kurtosis()","FrequencyDomainBodyGyroscopeMagnitute.kurtosis"
"542",542,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"mean","Mean value","fBodyBodyGyroJerkMag-mean()","FrequencyDomainBodyGyroscopeJerkMagnitute.mean"
"543",543,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"std","Standard deviation","fBodyBodyGyroJerkMag-std()","FrequencyDomainBodyGyroscopeJerkMagnitute.std"
"544",544,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"mad","Median absolute deviation ","fBodyBodyGyroJerkMag-mad()","FrequencyDomainBodyGyroscopeJerkMagnitute.mad"
"545",545,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"max","Largest value in array","fBodyBodyGyroJerkMag-max()","FrequencyDomainBodyGyroscopeJerkMagnitute.max"
"546",546,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"min","Smallest value in array","fBodyBodyGyroJerkMag-min()","FrequencyDomainBodyGyroscopeJerkMagnitute.min"
"547",547,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"sma","Signal magnitude area","fBodyBodyGyroJerkMag-sma()","FrequencyDomainBodyGyroscopeJerkMagnitute.sma"
"548",548,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,"fBodyBodyGyroJerkMag-energy()","FrequencyDomainBodyGyroscopeJerkMagnitute.energy"
"549",549,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"iqr","Interquartile range ","fBodyBodyGyroJerkMag-iqr()","FrequencyDomainBodyGyroscopeJerkMagnitute.iqr"
"550",550,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"entropy","Signal entropy","fBodyBodyGyroJerkMag-entropy()","FrequencyDomainBodyGyroscopeJerkMagnitute.entropy"
"551",551,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"max","Largest value in array","fBodyBodyGyroJerkMag-maxInds","FrequencyDomainBodyGyroscopeJerkMagnitute.maxInds"
"552",552,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyBodyGyroJerkMag-meanFreq()","FrequencyDomainBodyGyroscopeJerkMagnitute.meanFreq"
"553",553,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"skewness","skewness of the frequency domain signal ","fBodyBodyGyroJerkMag-skewness()","FrequencyDomainBodyGyroscopeJerkMagnitute.skewness"
"554",554,NA,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,"kurtosis","kurtosis of the frequency domain signal ","fBodyBodyGyroJerkMag-kurtosis()","FrequencyDomainBodyGyroscopeJerkMagnitute.kurtosis"
"555",555,NA,NA,TRUE,NA,TRUE,NA,NA,NA,"tBodyAccMean,gravity","angle","Angle between to vectors.","angle(tBodyAccMean,gravity)","555 angle(tBodyAccelerationMeanxgravity)"
"556",556,NA,NA,TRUE,NA,TRUE,NA,TRUE,NA,"tBodyAccJerkMean,gravityMean","angle","Angle between to vectors.","angle(tBodyAccJerkMean),gravityMean)","556 angle(tBodyAccelerationJerkMean)xgravityMean)"
"557",557,NA,NA,NA,TRUE,TRUE,NA,NA,NA,"tBodyGyroMean,gravityMean","angle","Angle between to vectors.","angle(tBodyGyroMean,gravityMean)","557 angle(tBodyGyroscopeMeanxgravityMean)"
"558",558,NA,NA,NA,TRUE,TRUE,NA,TRUE,NA,"tBodyGyroJerkMean,gravityMean","angle","Angle between to vectors.","angle(tBodyGyroJerkMean,gravityMean)","558 angle(tBodyGyroscopeJerkMeanxgravityMean)"
"559",559,NA,NA,NA,NA,NA,NA,NA,NA,"X,gravityMean","angle","Angle between to vectors.","angle(X,gravityMean)","559 angle(XxgravityMean)"
"560",560,NA,NA,NA,NA,NA,NA,NA,NA,"Y,gravityMean","angle","Angle between to vectors.","angle(Y,gravityMean)","560 angle(YxgravityMean)"
"561",561,NA,NA,NA,NA,NA,NA,NA,NA,"Z,gravityMean","angle","Angle between to vectors.","angle(Z,gravityMean)","561 angle(ZxgravityMean)"
